REF_DATE,GEO,UOM,VALUE,Province,Fuel Type
2015-09,"Thunder Bay, Ontario",Cents per litre,135.5,Ontario,Premium
2015-10,"Thunder Bay, Ontario",Cents per litre,133.1,Ontario,Premium
2015-11,"Thunder Bay, Ontario",Cents per litre,131.5,Ontario,Premium
2015-12,"Thunder Bay, Ontario",Cents per litre,123.2,Ontario,Premium
2016-01,"Thunder Bay, Ontario",Cents per litre,113.3,Ontario,Premium
2016-02,"Thunder Bay, Ontario",Cents per litre,103.1,Ontario,Premium
2016-03,"Thunder Bay, Ontario",Cents per litre,114.7,Ontario,Premium
2016-04,"Thunder Bay, Ontario",Cents per litre,119.3,Ontario,Premium
2016-05,"Thunder Bay, Ontario",Cents per litre,124.5,Ontario,Premium
2016-06,"Thunder Bay, Ontario",Cents per litre,139.2,Ontario,Premium
2016-07,"Thunder Bay, Ontario",Cents per litre,134.4,Ontario,Premium
2016-08,"Thunder Bay, Ontario",Cents per litre,130.9,Ontario,Premium
2016-09,"Thunder Bay, Ontario",Cents per litre,126.5,Ontario,Premium
2016-10,"Thunder Bay, Ontario",Cents per litre,124.2,Ontario,Premium
2016-11,"Thunder Bay, Ontario",Cents per litre,120.3,Ontario,Premium
2016-12,"Thunder Bay, Ontario",Cents per litre,119.6,Ontario,Premium
2017-01,"Thunder Bay, Ontario",Cents per litre,131.7,Ontario,Premium
2017-02,"Thunder Bay, Ontario",Cents per litre,127.5,Ontario,Premium
2017-03,"Thunder Bay, Ontario",Cents per litre,126.6,Ontario,Premium
2017-04,"Thunder Bay, Ontario",Cents per litre,135.0,Ontario,Premium
2017-05,"Thunder Bay, Ontario",Cents per litre,133.3,Ontario,Premium
2017-06,"Thunder Bay, Ontario",Cents per litre,130.1,Ontario,Premium
2017-07,"Thunder Bay, Ontario",Cents per litre,128.9,Ontario,Premium
2017-08,"Thunder Bay, Ontario",Cents per litre,129.3,Ontario,Premium
2017-09,"Thunder Bay, Ontario",Cents per litre,141.2,Ontario,Premium
2017-10,"Thunder Bay, Ontario",Cents per litre,136.6,Ontario,Premium
2017-11,"Thunder Bay, Ontario",Cents per litre,149.2,Ontario,Premium
2017-12,"Thunder Bay, Ontario",Cents per litre,143.8,Ontario,Premium
2018-01,"Thunder Bay, Ontario",Cents per litre,140.6,Ontario,Premium
2018-02,"Thunder Bay, Ontario",Cents per litre,139.4,Ontario,Premium
2018-03,"Thunder Bay, Ontario",Cents per litre,140.2,Ontario,Premium
2018-04,"Thunder Bay, Ontario",Cents per litre,152.4,Ontario,Premium
2018-05,"Thunder Bay, Ontario",Cents per litre,159.6,Ontario,Premium
2018-06,"Thunder Bay, Ontario",Cents per litre,158.4,Ontario,Premium
2018-07,"Thunder Bay, Ontario",Cents per litre,162.5,Ontario,Premium
2018-08,"Thunder Bay, Ontario",Cents per litre,163.6,Ontario,Premium
2018-09,"Thunder Bay, Ontario",Cents per litre,163.1,Ontario,Premium
2018-10,"Thunder Bay, Ontario",Cents per litre,160.5,Ontario,Premium
2018-11,"Thunder Bay, Ontario",Cents per litre,153.3,Ontario,Premium
2018-12,"Thunder Bay, Ontario",Cents per litre,143.2,Ontario,Premium
2019-01,"Thunder Bay, Ontario",Cents per litre,137.0,Ontario,Premium
2019-02,"Thunder Bay, Ontario",Cents per litre,135.1,Ontario,Premium
2019-03,"Thunder Bay, Ontario",Cents per litre,142.2,Ontario,Premium
2019-04,"Thunder Bay, Ontario",Cents per litre,158.6,Ontario,Premium
2019-05,"Thunder Bay, Ontario",Cents per litre,163.6,Ontario,Premium
2019-06,"Thunder Bay, Ontario",Cents per litre,159.2,Ontario,Premium
2019-07,"Thunder Bay, Ontario",Cents per litre,155.6,Ontario,Premium
2019-08,"Thunder Bay, Ontario",Cents per litre,153.4,Ontario,Premium
2019-09,"Thunder Bay, Ontario",Cents per litre,151.1,Ontario,Premium
2019-10,"Thunder Bay, Ontario",Cents per litre,150.6,Ontario,Premium
2019-11,"Thunder Bay, Ontario",Cents per litre,149.0,Ontario,Premium
2019-12,"Thunder Bay, Ontario",Cents per litre,148.3,Ontario,Premium
2020-01,"Thunder Bay, Ontario",Cents per litre,148.0,Ontario,Premium
2020-02,"Thunder Bay, Ontario",Cents per litre,146.5,Ontario,Premium
2020-03,"Thunder Bay, Ontario",Cents per litre,131.5,Ontario,Premium
2020-04,"Thunder Bay, Ontario",Cents per litre,105.9,Ontario,Premium
2020-05,"Thunder Bay, Ontario",Cents per litre,122.1,Ontario,Premium
2020-06,"Thunder Bay, Ontario",Cents per litre,133.4,Ontario,Premium
2020-07,"Thunder Bay, Ontario",Cents per litre,139.2,Ontario,Premium
2020-08,"Thunder Bay, Ontario",Cents per litre,137.6,Ontario,Premium
2020-09,"Thunder Bay, Ontario",Cents per litre,138.0,Ontario,Premium
2020-10,"Thunder Bay, Ontario",Cents per litre,138.0,Ontario,Premium
2020-11,"Thunder Bay, Ontario",Cents per litre,135.3,Ontario,Premium
2020-12,"Thunder Bay, Ontario",Cents per litre,136.7,Ontario,Premium
2021-01,"Thunder Bay, Ontario",Cents per litre,143.5,Ontario,Premium
2021-02,"Thunder Bay, Ontario",Cents per litre,147.6,Ontario,Premium
2021-03,"Thunder Bay, Ontario",Cents per litre,155.3,Ontario,Premium
2021-04,"Thunder Bay, Ontario",Cents per litre,161.1,Ontario,Premium
2021-05,"Thunder Bay, Ontario",Cents per litre,161.0,Ontario,Premium
2021-06,"Thunder Bay, Ontario",Cents per litre,162.7,Ontario,Premium
2021-07,"Thunder Bay, Ontario",Cents per litre,168.9,Ontario,Premium
2021-08,"Thunder Bay, Ontario",Cents per litre,169.3,Ontario,Premium
2021-09,"Thunder Bay, Ontario",Cents per litre,169.4,Ontario,Premium
2021-10,"Thunder Bay, Ontario",Cents per litre,176.3,Ontario,Premium
2021-11,"Thunder Bay, Ontario",Cents per litre,178.3,Ontario,Premium
2021-12,"Thunder Bay, Ontario",Cents per litre,168.7,Ontario,Premium
2022-01,"Thunder Bay, Ontario",Cents per litre,174.7,Ontario,Premium
2022-02,"Thunder Bay, Ontario",Cents per litre,182.3,Ontario,Premium
2022-03,"Thunder Bay, Ontario",Cents per litre,211.8,Ontario,Premium
2022-04,"Thunder Bay, Ontario",Cents per litre,212.8,Ontario,Premium
2022-05,"Thunder Bay, Ontario",Cents per litre,220.9,Ontario,Premium
2022-06,"Thunder Bay, Ontario",Cents per litre,239.3,Ontario,Premium
2022-07,"Thunder Bay, Ontario",Cents per litre,210.5,Ontario,Premium
2022-08,"Thunder Bay, Ontario",Cents per litre,189.3,Ontario,Premium
2022-09,"Thunder Bay, Ontario",Cents per litre,190.0,Ontario,Premium
2022-10,"Thunder Bay, Ontario",Cents per litre,210.4,Ontario,Premium
2022-11,"Thunder Bay, Ontario",Cents per litre,184.2,Ontario,Premium
2022-12,"Thunder Bay, Ontario",Cents per litre,165.1,Ontario,Premium
2023-01,"Thunder Bay, Ontario",Cents per litre,175.9,Ontario,Premium
2023-02,"Thunder Bay, Ontario",Cents per litre,177.7,Ontario,Premium
2023-03,"Thunder Bay, Ontario",Cents per litre,186.6,Ontario,Premium
2023-04,"Thunder Bay, Ontario",Cents per litre,191.5,Ontario,Premium
2023-05,"Thunder Bay, Ontario",Cents per litre,188.8,Ontario,Premium
2023-06,"Thunder Bay, Ontario",Cents per litre,192.9,Ontario,Premium
2023-07,"Thunder Bay, Ontario",Cents per litre,187.5,Ontario,Premium
2023-08,"Thunder Bay, Ontario",Cents per litre,196.7,Ontario,Premium
2023-09,"Thunder Bay, Ontario",Cents per litre,195.4,Ontario,Premium
2023-10,"Thunder Bay, Ontario",Cents per litre,181.4,Ontario,Premium
2023-11,"Thunder Bay, Ontario",Cents per litre,180.6,Ontario,Premium
2023-12,"Thunder Bay, Ontario",Cents per litre,164.9,Ontario,Premium
2024-01,"Thunder Bay, Ontario",Cents per litre,164.4,Ontario,Premium
2024-02,"Thunder Bay, Ontario",Cents per litre,178.1,Ontario,Premium
2024-03,"Thunder Bay, Ontario",Cents per litre,190.9,Ontario,Premium
2024-04,"Thunder Bay, Ontario",Cents per litre,197.8,Ontario,Premium
2024-05,"Thunder Bay, Ontario",Cents per litre,196.2,Ontario,Premium
2024-06,"Thunder Bay, Ontario",Cents per litre,188.7,Ontario,Premium
2024-07,"Thunder Bay, Ontario",Cents per litre,196.0,Ontario,Premium
2014-03,"Winnipeg, Manitoba",Cents per litre,139.0,Manitoba,Premium
2014-04,"Winnipeg, Manitoba",Cents per litre,140.8,Manitoba,Premium
2014-05,"Winnipeg, Manitoba",Cents per litre,142.4,Manitoba,Premium
2014-06,"Winnipeg, Manitoba",Cents per litre,144.0,Manitoba,Premium
2014-07,"Winnipeg, Manitoba",Cents per litre,140.5,Manitoba,Premium
2014-08,"Winnipeg, Manitoba",Cents per litre,138.0,Manitoba,Premium
2014-09,"Winnipeg, Manitoba",Cents per litre,137.1,Manitoba,Premium
2014-10,"Winnipeg, Manitoba",Cents per litre,130.4,Manitoba,Premium
2014-11,"Winnipeg, Manitoba",Cents per litre,121.8,Manitoba,Premium
2014-12,"Winnipeg, Manitoba",Cents per litre,106.7,Manitoba,Premium
2015-01,"Winnipeg, Manitoba",Cents per litre,97.9,Manitoba,Premium
2015-02,"Winnipeg, Manitoba",Cents per litre,105.3,Manitoba,Premium
2015-03,"Winnipeg, Manitoba",Cents per litre,111.7,Manitoba,Premium
2015-04,"Winnipeg, Manitoba",Cents per litre,109.6,Manitoba,Premium
2015-05,"Winnipeg, Manitoba",Cents per litre,114.7,Manitoba,Premium
2015-06,"Winnipeg, Manitoba",Cents per litre,123.6,Manitoba,Premium
2015-07,"Winnipeg, Manitoba",Cents per litre,120.1,Manitoba,Premium
2015-08,"Winnipeg, Manitoba",Cents per litre,125.8,Manitoba,Premium
2015-09,"Winnipeg, Manitoba",Cents per litre,114.1,Manitoba,Premium
2015-10,"Winnipeg, Manitoba",Cents per litre,119.6,Manitoba,Premium
2015-11,"Winnipeg, Manitoba",Cents per litre,113.9,Manitoba,Premium
2015-12,"Winnipeg, Manitoba",Cents per litre,102.5,Manitoba,Premium
2016-01,"Winnipeg, Manitoba",Cents per litre,99.3,Manitoba,Premium
2016-02,"Winnipeg, Manitoba",Cents per litre,90.0,Manitoba,Premium
2016-03,"Winnipeg, Manitoba",Cents per litre,101.8,Manitoba,Premium
2016-04,"Winnipeg, Manitoba",Cents per litre,107.7,Manitoba,Premium
2016-05,"Winnipeg, Manitoba",Cents per litre,112.2,Manitoba,Premium
2016-06,"Winnipeg, Manitoba",Cents per litre,129.8,Manitoba,Premium
2016-07,"Winnipeg, Manitoba",Cents per litre,112.8,Manitoba,Premium
2016-08,"Winnipeg, Manitoba",Cents per litre,112.4,Manitoba,Premium
2016-09,"Winnipeg, Manitoba",Cents per litre,112.3,Manitoba,Premium
2016-10,"Winnipeg, Manitoba",Cents per litre,116.3,Manitoba,Premium
2016-11,"Winnipeg, Manitoba",Cents per litre,105.6,Manitoba,Premium
2016-12,"Winnipeg, Manitoba",Cents per litre,109.0,Manitoba,Premium
2017-01,"Winnipeg, Manitoba",Cents per litre,119.4,Manitoba,Premium
2017-02,"Winnipeg, Manitoba",Cents per litre,113.7,Manitoba,Premium
2017-03,"Winnipeg, Manitoba",Cents per litre,111.0,Manitoba,Premium
2017-04,"Winnipeg, Manitoba",Cents per litre,119.3,Manitoba,Premium
2017-05,"Winnipeg, Manitoba",Cents per litre,110.6,Manitoba,Premium
2017-06,"Winnipeg, Manitoba",Cents per litre,109.4,Manitoba,Premium
2017-07,"Winnipeg, Manitoba",Cents per litre,106.0,Manitoba,Premium
2017-08,"Winnipeg, Manitoba",Cents per litre,106.7,Manitoba,Premium
2017-09,"Winnipeg, Manitoba",Cents per litre,117.0,Manitoba,Premium
2017-10,"Winnipeg, Manitoba",Cents per litre,116.4,Manitoba,Premium
2017-11,"Winnipeg, Manitoba",Cents per litre,125.6,Manitoba,Premium
2017-12,"Winnipeg, Manitoba",Cents per litre,119.7,Manitoba,Premium
2018-01,"Winnipeg, Manitoba",Cents per litre,123.7,Manitoba,Premium
2018-02,"Winnipeg, Manitoba",Cents per litre,121.0,Manitoba,Premium
2018-03,"Winnipeg, Manitoba",Cents per litre,123.8,Manitoba,Premium
2018-04,"Winnipeg, Manitoba",Cents per litre,138.2,Manitoba,Premium
2018-05,"Winnipeg, Manitoba",Cents per litre,142.4,Manitoba,Premium
2018-06,"Winnipeg, Manitoba",Cents per litre,142.4,Manitoba,Premium
2018-07,"Winnipeg, Manitoba",Cents per litre,140.8,Manitoba,Premium
2018-08,"Winnipeg, Manitoba",Cents per litre,135.8,Manitoba,Premium
2018-09,"Winnipeg, Manitoba",Cents per litre,134.6,Manitoba,Premium
2018-10,"Winnipeg, Manitoba",Cents per litre,129.2,Manitoba,Premium
2018-11,"Winnipeg, Manitoba",Cents per litre,120.0,Manitoba,Premium
2018-12,"Winnipeg, Manitoba",Cents per litre,113.1,Manitoba,Premium
2019-01,"Winnipeg, Manitoba",Cents per litre,107.7,Manitoba,Premium
2019-02,"Winnipeg, Manitoba",Cents per litre,115.2,Manitoba,Premium
2019-03,"Winnipeg, Manitoba",Cents per litre,126.4,Manitoba,Premium
2019-04,"Winnipeg, Manitoba",Cents per litre,143.5,Manitoba,Premium
2019-05,"Winnipeg, Manitoba",Cents per litre,141.3,Manitoba,Premium
2019-06,"Winnipeg, Manitoba",Cents per litre,132.0,Manitoba,Premium
2019-07,"Winnipeg, Manitoba",Cents per litre,133.8,Manitoba,Premium
2019-08,"Winnipeg, Manitoba",Cents per litre,126.7,Manitoba,Premium
2019-09,"Winnipeg, Manitoba",Cents per litre,127.4,Manitoba,Premium
2019-10,"Winnipeg, Manitoba",Cents per litre,129.8,Manitoba,Premium
2019-11,"Winnipeg, Manitoba",Cents per litre,125.8,Manitoba,Premium
2019-12,"Winnipeg, Manitoba",Cents per litre,122.2,Manitoba,Premium
2020-01,"Winnipeg, Manitoba",Cents per litre,120.5,Manitoba,Premium
2020-02,"Winnipeg, Manitoba",Cents per litre,121.3,Manitoba,Premium
2020-03,"Winnipeg, Manitoba",Cents per litre,104.0,Manitoba,Premium
2020-04,"Winnipeg, Manitoba",Cents per litre,87.4,Manitoba,Premium
2020-05,"Winnipeg, Manitoba",Cents per litre,105.0,Manitoba,Premium
2020-06,"Winnipeg, Manitoba",Cents per litre,115.1,Manitoba,Premium
2020-07,"Winnipeg, Manitoba",Cents per litre,119.5,Manitoba,Premium
2020-08,"Winnipeg, Manitoba",Cents per litre,117.9,Manitoba,Premium
2020-09,"Winnipeg, Manitoba",Cents per litre,117.3,Manitoba,Premium
2020-10,"Winnipeg, Manitoba",Cents per litre,121.6,Manitoba,Premium
2020-11,"Winnipeg, Manitoba",Cents per litre,116.4,Manitoba,Premium
2020-12,"Winnipeg, Manitoba",Cents per litre,116.2,Manitoba,Premium
2021-01,"Winnipeg, Manitoba",Cents per litre,123.5,Manitoba,Premium
2021-02,"Winnipeg, Manitoba",Cents per litre,129.8,Manitoba,Premium
2021-03,"Winnipeg, Manitoba",Cents per litre,136.4,Manitoba,Premium
2021-04,"Winnipeg, Manitoba",Cents per litre,142.9,Manitoba,Premium
2021-05,"Winnipeg, Manitoba",Cents per litre,148.4,Manitoba,Premium
2021-06,"Winnipeg, Manitoba",Cents per litre,147.9,Manitoba,Premium
2021-07,"Winnipeg, Manitoba",Cents per litre,152.4,Manitoba,Premium
2021-08,"Winnipeg, Manitoba",Cents per litre,152.6,Manitoba,Premium
2021-09,"Winnipeg, Manitoba",Cents per litre,152.5,Manitoba,Premium
2021-10,"Winnipeg, Manitoba",Cents per litre,162.0,Manitoba,Premium
2021-11,"Winnipeg, Manitoba",Cents per litre,160.6,Manitoba,Premium
2021-12,"Winnipeg, Manitoba",Cents per litre,153.3,Manitoba,Premium
2022-01,"Winnipeg, Manitoba",Cents per litre,161.1,Manitoba,Premium
2022-02,"Winnipeg, Manitoba",Cents per litre,170.0,Manitoba,Premium
2022-03,"Winnipeg, Manitoba",Cents per litre,192.5,Manitoba,Premium
2022-04,"Winnipeg, Manitoba",Cents per litre,193.5,Manitoba,Premium
2022-05,"Winnipeg, Manitoba",Cents per litre,205.8,Manitoba,Premium
2022-06,"Winnipeg, Manitoba",Cents per litre,228.1,Manitoba,Premium
2022-07,"Winnipeg, Manitoba",Cents per litre,212.6,Manitoba,Premium
2022-08,"Winnipeg, Manitoba",Cents per litre,192.4,Manitoba,Premium
2022-09,"Winnipeg, Manitoba",Cents per litre,192.1,Manitoba,Premium
2022-10,"Winnipeg, Manitoba",Cents per litre,206.9,Manitoba,Premium
2022-11,"Winnipeg, Manitoba",Cents per litre,194.2,Manitoba,Premium
2022-12,"Winnipeg, Manitoba",Cents per litre,173.5,Manitoba,Premium
2023-01,"Winnipeg, Manitoba",Cents per litre,170.3,Manitoba,Premium
2023-02,"Winnipeg, Manitoba",Cents per litre,176.5,Manitoba,Premium
2023-03,"Winnipeg, Manitoba",Cents per litre,174.7,Manitoba,Premium
2023-04,"Winnipeg, Manitoba",Cents per litre,185.6,Manitoba,Premium
2023-05,"Winnipeg, Manitoba",Cents per litre,185.9,Manitoba,Premium
2023-06,"Winnipeg, Manitoba",Cents per litre,180.6,Manitoba,Premium
2023-07,"Winnipeg, Manitoba",Cents per litre,180.9,Manitoba,Premium
2023-08,"Winnipeg, Manitoba",Cents per litre,186.4,Manitoba,Premium
2023-09,"Winnipeg, Manitoba",Cents per litre,186.3,Manitoba,Premium
2023-10,"Winnipeg, Manitoba",Cents per litre,178.6,Manitoba,Premium
2023-11,"Winnipeg, Manitoba",Cents per litre,174.9,Manitoba,Premium
2023-12,"Winnipeg, Manitoba",Cents per litre,160.5,Manitoba,Premium
2024-01,"Winnipeg, Manitoba",Cents per litre,141.5,Manitoba,Premium
2024-02,"Winnipeg, Manitoba",Cents per litre,149.7,Manitoba,Premium
2024-03,"Winnipeg, Manitoba",Cents per litre,159.5,Manitoba,Premium
2024-04,"Winnipeg, Manitoba",Cents per litre,165.5,Manitoba,Premium
2024-05,"Winnipeg, Manitoba",Cents per litre,165.6,Manitoba,Premium
2024-06,"Winnipeg, Manitoba",Cents per litre,161.1,Manitoba,Premium
2024-07,"Winnipeg, Manitoba",Cents per litre,169.2,Manitoba,Premium
2014-03,"Regina, Saskatchewan",Cents per litre,141.0,Saskatchewan,Premium
2014-04,"Regina, Saskatchewan",Cents per litre,142.2,Saskatchewan,Premium
2014-05,"Regina, Saskatchewan",Cents per litre,143.7,Saskatchewan,Premium
2014-06,"Regina, Saskatchewan",Cents per litre,146.2,Saskatchewan,Premium
2014-07,"Regina, Saskatchewan",Cents per litre,143.2,Saskatchewan,Premium
2014-08,"Regina, Saskatchewan",Cents per litre,139.6,Saskatchewan,Premium
2014-09,"Regina, Saskatchewan",Cents per litre,140.7,Saskatchewan,Premium
2014-10,"Regina, Saskatchewan",Cents per litre,135.6,Saskatchewan,Premium
2014-11,"Regina, Saskatchewan",Cents per litre,122.7,Saskatchewan,Premium
2014-12,"Regina, Saskatchewan",Cents per litre,109.6,Saskatchewan,Premium
2015-01,"Regina, Saskatchewan",Cents per litre,98.1,Saskatchewan,Premium
2015-02,"Regina, Saskatchewan",Cents per litre,108.8,Saskatchewan,Premium
2015-03,"Regina, Saskatchewan",Cents per litre,111.8,Saskatchewan,Premium
2015-04,"Regina, Saskatchewan",Cents per litre,110.4,Saskatchewan,Premium
2015-05,"Regina, Saskatchewan",Cents per litre,116.6,Saskatchewan,Premium
2015-06,"Regina, Saskatchewan",Cents per litre,127.2,Saskatchewan,Premium
2015-07,"Regina, Saskatchewan",Cents per litre,124.7,Saskatchewan,Premium
2015-08,"Regina, Saskatchewan",Cents per litre,129.1,Saskatchewan,Premium
2015-09,"Regina, Saskatchewan",Cents per litre,117.6,Saskatchewan,Premium
2015-10,"Regina, Saskatchewan",Cents per litre,119.5,Saskatchewan,Premium
2015-11,"Regina, Saskatchewan",Cents per litre,117.0,Saskatchewan,Premium
2015-12,"Regina, Saskatchewan",Cents per litre,104.1,Saskatchewan,Premium
2016-01,"Regina, Saskatchewan",Cents per litre,95.4,Saskatchewan,Premium
2016-02,"Regina, Saskatchewan",Cents per litre,88.4,Saskatchewan,Premium
2016-03,"Regina, Saskatchewan",Cents per litre,102.5,Saskatchewan,Premium
2016-04,"Regina, Saskatchewan",Cents per litre,104.4,Saskatchewan,Premium
2016-05,"Regina, Saskatchewan",Cents per litre,111.3,Saskatchewan,Premium
2016-06,"Regina, Saskatchewan",Cents per litre,123.9,Saskatchewan,Premium
2016-07,"Regina, Saskatchewan",Cents per litre,110.2,Saskatchewan,Premium
2016-08,"Regina, Saskatchewan",Cents per litre,113.0,Saskatchewan,Premium
2016-09,"Regina, Saskatchewan",Cents per litre,111.3,Saskatchewan,Premium
2016-10,"Regina, Saskatchewan",Cents per litre,113.2,Saskatchewan,Premium
2016-11,"Regina, Saskatchewan",Cents per litre,104.5,Saskatchewan,Premium
2016-12,"Regina, Saskatchewan",Cents per litre,107.4,Saskatchewan,Premium
2017-01,"Regina, Saskatchewan",Cents per litre,117.5,Saskatchewan,Premium
2017-02,"Regina, Saskatchewan",Cents per litre,109.4,Saskatchewan,Premium
2017-03,"Regina, Saskatchewan",Cents per litre,108.0,Saskatchewan,Premium
2017-04,"Regina, Saskatchewan",Cents per litre,119.1,Saskatchewan,Premium
2017-05,"Regina, Saskatchewan",Cents per litre,111.9,Saskatchewan,Premium
2017-06,"Regina, Saskatchewan",Cents per litre,109.2,Saskatchewan,Premium
2017-07,"Regina, Saskatchewan",Cents per litre,110.4,Saskatchewan,Premium
2017-08,"Regina, Saskatchewan",Cents per litre,111.8,Saskatchewan,Premium
2017-09,"Regina, Saskatchewan",Cents per litre,116.0,Saskatchewan,Premium
2017-10,"Regina, Saskatchewan",Cents per litre,115.6,Saskatchewan,Premium
2017-11,"Regina, Saskatchewan",Cents per litre,126.9,Saskatchewan,Premium
2017-12,"Regina, Saskatchewan",Cents per litre,120.7,Saskatchewan,Premium
2018-01,"Regina, Saskatchewan",Cents per litre,122.6,Saskatchewan,Premium
2018-02,"Regina, Saskatchewan",Cents per litre,119.8,Saskatchewan,Premium
2018-03,"Regina, Saskatchewan",Cents per litre,124.2,Saskatchewan,Premium
2018-04,"Regina, Saskatchewan",Cents per litre,133.0,Saskatchewan,Premium
2018-05,"Regina, Saskatchewan",Cents per litre,139.8,Saskatchewan,Premium
2018-06,"Regina, Saskatchewan",Cents per litre,138.4,Saskatchewan,Premium
2018-07,"Regina, Saskatchewan",Cents per litre,139.9,Saskatchewan,Premium
2018-08,"Regina, Saskatchewan",Cents per litre,138.0,Saskatchewan,Premium
2018-09,"Regina, Saskatchewan",Cents per litre,137.2,Saskatchewan,Premium
2018-10,"Regina, Saskatchewan",Cents per litre,136.8,Saskatchewan,Premium
2018-11,"Regina, Saskatchewan",Cents per litre,126.4,Saskatchewan,Premium
2018-12,"Regina, Saskatchewan",Cents per litre,114.1,Saskatchewan,Premium
2019-01,"Regina, Saskatchewan",Cents per litre,108.8,Saskatchewan,Premium
2019-02,"Regina, Saskatchewan",Cents per litre,119.1,Saskatchewan,Premium
